start:	Thu May 04 23:57:06 2017
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/413.html	Aiming at the new rule and new effect of semiconductor functional quantum structure, we especially study dependence and variation regularity of semiconductor functional quantum structure’s function and structure, develop new structures, achieve new functions, and research new devices. It concretely include s five projects: (1) Regulation principle and device applications for band of wide bandgap semi-conductor induced by polarization, polarization properties of wide bandgap semiconductor, regulation principle and device realization for band of semiconductor functional quantum structure by polariza-tion; (2) Spin quantum structure and device of high curie temperature, origin for the ferromagnetism of wide bandgap diluted magnetic semiconductor, stable methods of getting high curie temperature diluted magnetic semiconductor, and spin quantum device; (3) Effect and regulation of semiconductor quantum structure spin splitting, internal connection of quantum confinement structure and spin splitting, effect of strain, and effects of band spin splitting such as spin photocurrent; (4) Functional coordination and device application of semiconductor composite quantum structure, preparing new semiconductor som-posite quantum structure, and investigating the functional coordination relation of composite quantum system; (5) Preparation and characterization of new type quantum dot nanostructure, investigating con-trollable growth and preparing of new type quantum dot structure such as sparse quantum dot and quan-tum dot molecule, studying the coupling effect of quantum dot electronic state and optical micro cavity.
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/412.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/411.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/410.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/409.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/408.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/408.html	This program organizes some middle-aged and young scholars in related basic fields such as chemistry, informatics, life science, and nano-technology. It aims at the state’s requirement and the international forefield of microfluidics, studies the multiscaled interface characteristics, the rules of media transporta-tion and the control in micro/nano fluidic channels, to reveal the interface behaviours; it designs bio-mimic micro/nano fluidic chips, establishes integrated fabrication and channel modification methods; it develops the array detection techniques compatible to micro total analysis, and explores the detection of single molecule behaviour and the mechanism of molecular identification in limited threshold on nano channel space; it develops injection techniques for the nano-liter and pico-liter samples, and fabricates micro/nano fluidic systems with the integration of injection, accumulation, reaction, separation and detection units; it explores biomacromolecules and cells’ accurate orientation, 3D images, interactions and space-time identifiably stimulated responses, losing, separation and detection of the cell contents, and studies the mechanisms of cell growth, metabolization, fade and the interaction mechanism between medical molecules and cells. It enhances our country’s original innovation ability in micro/nano fluidic system, and establishes the base of techniques innovation for developing bio-chemical analysis tech-niques and analytical instruments of our country in the future.
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/407.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/representative_ongoing_projects/20150807/406.html	Research Content & Progress:
location4:not found index:http://stuex.nju.edu.cn/en/a/scientific_research/chief_professors/school_of_engineering___applied_sciences	National Laboratory of Solid-State Microstructures & Department of  Material Science and Engineering
location4:not found index:http://stuex.nju.edu.cn/en/a/scientific_research/chief_professors/school_of_engineering___applied_sciences	National Laboratory of Solid-State Microstructures & Department of Material Science and Engineering, Nanjing University
location4:not found index:http://stuex.nju.edu.cn/en/a/scientific_research/chief_professors/school_of_engineering___applied_sciences	•
location4:not found index:http://stuex.nju.edu.cn/en/a/scientific_research/chief_professors/school_of_engineering___applied_sciences	•
location4:not found index:http://stuex.nju.edu.cn/en/a/scientific_research/chief_professors/school_of_engineering___applied_sciences	•
location4:not found index:http://stuex.nju.edu.cn/en/a/scientific_research/chief_professors/school_of_engineering___applied_sciences	•
location4:not found index:http://stuex.nju.edu.cn/en/a/scientific_research/chief_professors/school_of_engineering___applied_sciences	Research of the Wei group is at the interface of biomedical sciences and engineering, chemistry, materials science, and nanotechnology. We are designing and developing functional materials for human health, environment, and energy-related applications. We are also applying nanotechnology, combined with other emerging techniques, to address today’s most demanding and daunting challenges in many areas, such as disease diagnostics and therapeutics.
